sales_person,country,product,sale_date,amount,boxes_shipped
Oby Sorrel,New Zealand,Smooth Sliky Salty,07/07/2024,9261.26,65
Jan Morforth,India,85% Dark Bars,25/05/2024,5252.80,415
Marney O'Breen,India,Fruit & Nut Bars,13/04/2024,5385.55,161
Andria Kimpton,New Zealand,50% Dark Bites,02/03/2024,3741.19,222
Gunar Cockshoot,Canada,Raspberry Choco,23/06/2024,2223.49,127
Kelci Walkden,USA,Drinking Coco,26/07/2024,7720.37,156
Van Tuxwell,Canada,White Choc,22/03/2024,468.09,3
Rafaelita Blaksland,USA,Baker's Choco Chips,09/06/2024,3083.39,55
Van Tuxwell,Australia,Caramel Stuffed Bars,17/05/2024,6898.94,58
Ches Bonnell,New Zealand,Peanut Butter Cubes,04/03/2024,1036.05,291
Kelci Walkden,Canada,Milk Bars,07/07/2024,17518.04,28
Dennison Crosswaite,Canada,Choco Coated Almonds,13/01/2024,11691.86,128
Curtice Advani,Australia,Almond Choco,13/07/2024,3136.53,74
Madelene Upcott,Australia,85% Dark Bars,16/06/2024,1677.71,325
Gigi Bohling,UK,50% Dark Bites,18/07/2024,8937.37,66
Ches Bonnell,UK,Manuka Honey Choco,30/05/2024,4761.38,406
Gigi Bohling,UK,70% Dark Bites,21/06/2024,942.02,84
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2024,6623.03,39
Marney O'Breen,India,Eclairs,13/01/2024,4067.36,94
Curtice Advani,Canada,Fruit & Nut Bars,04/04/2024,4712.55,211
Kaine Padly,UK,Smooth Sliky Salty,08/06/2024,9571.30,594
Karlen McCaffrey,Canada,Spicy Special Slims,02/08/2024,6779.99,46
Kelci Walkden,USA,Organic Choco Syrup,21/07/2024,10772.46,150
Curtice Advani,India,Spicy Special Slims,20/06/2024,189.34,140
Roddy Speechley,India,After Nines,22/06/2024,3015.47,115
Camilla Castle,Australia,Caramel Stuffed Bars,02/05/2024,3538.27,16
Curtice Advani,Australia,99% Dark & Pure,07/01/2024,5196.97,87
Mallorie Waber,UK,50% Dark Bites,21/02/2024,6654.14,102
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2024,8639.19,402
Van Tuxwell,UK,Drinking Coco,04/04/2024,6397.05,136
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2024,14596.37,196
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2024,7712.91,192
Gunar Cockshoot,Australia,Drinking Coco,14/01/2024,2456.77,188
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07/02/2024,1435.27,138
Dennison Crosswaite,New Zealand,Drinking Coco,11/01/2024,4324.48,202
Jehu Rudeforth,India,99% Dark & Pure,25/02/2024,2207.76,247
Dotty Strutley,Australia,Mint Chip Choco,01/08/2024,7571.51,26
Roddy Speechley,Australia,Mint Chip Choco,05/05/2024,7189.76,262
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2024,10858.21,451
Dotty Strutley,New Zealand,Choco Coated Almonds,04/01/2024,6524.65,369
Roddy Speechley,New Zealand,50% Dark Bites,09/05/2024,4624.45,212
Rafaelita Blaksland,India,Smooth Sliky Salty,06/05/2024,1961.82,80
Husein Augar,UK,White Choc,13/01/2024,12782.63,158
Roddy Speechley,Australia,Almond Choco,24/06/2024,4928.30,71
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2024,1115.84,22
Camilla Castle,Australia,99% Dark & Pure,18/01/2024,5346.62,109
Kaine Padly,India,Milk Bars,02/05/2024,3168.11,93
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2024,9007.92,52
Mallorie Waber,USA,Almond Choco,28/01/2024,7400.07,383
Kaine Padly,Canada,99% Dark & Pure,24/06/2024,1420.22,422
Oby Sorrel,UK,After Nines,18/07/2024,2555.95,109
Gunar Cockshoot,UK,Eclairs,13/04/2024,4059.65,175
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2024,18581.37,83
Jan Morforth,India,Peanut Butter Cubes,04/01/2024,8813.58,182
Husein Augar,Australia,Eclairs,04/07/2024,7914.74,31
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2024,2787.72,342
Camilla Castle,Australia,Manuka Honey Choco,17/03/2024,681.71,170
Oby Sorrel,Australia,Almond Choco,15/02/2024,6827.53,241
Jan Morforth,USA,Orange Choco,29/06/2024,1082.00,158
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2024,2966.98,121
Mallorie Waber,UK,Milk Bars,10/01/2024,3951.74,287
Curtice Advani,USA,Raspberry Choco,15/03/2024,3151.23,144
Marney O'Breen,Canada,Milk Bars,08/02/2024,2672.67,317
Brien Boise,India,Caramel Stuffed Bars,25/02/2024,1742.37,106
Gunar Cockshoot,USA,Eclairs,03/05/2024,7301.31,42
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2024,6322.14,26
Gunar Cockshoot,India,50% Dark Bites,09/08/2024,13731.44,82
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2024,4051.88,253
Kaine Padly,UK,Manuka Honey Choco,14/01/2024,8474.69,115
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2024,9426.56,49
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2024,9770.28,154
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2024,14234.61,45
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2024,6885.01,40
Marney O'Breen,Australia,Spicy Special Slims,23/06/2024,14687.62,293
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2024,16585.43,388
Brien Boise,USA,Organic Choco Syrup,25/05/2024,17415.67,148
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2024,5954.47,236
Van Tuxwell,UK,85% Dark Bars,11/07/2024,4179.91,140
Marney O'Breen,Canada,Spicy Special Slims,03/01/2024,3939.95,365
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2024,791.19,280
Beverie Moffet,USA,50% Dark Bites,28/07/2024,2941.65,360
Brien Boise,USA,Mint Chip Choco,25/05/2024,12476.68,162
Karlen McCaffrey,New Zealand,Eclairs,06/05/2024,2817.14,191
Barr Faughny,India,Drinking Coco,28/01/2024,2411.52,144
Marney O'Breen,UK,Orange Choco,06/06/2024,13072.74,11
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2024,6790.41,26
Ches Bonnell,Canada,Spicy Special Slims,05/08/2024,6092.47,201
Brien Boise,USA,Orange Choco,28/01/2024,7185.50,152
Kaine Padly,India,Spicy Special Slims,31/08/2024,6170.80,138
Mallorie Waber,USA,50% Dark Bites,19/04/2024,1945.05,14
Mallorie Waber,UK,Mint Chip Choco,29/06/2024,6767.42,2
Beverie Moffet,India,Choco Coated Almonds,24/02/2024,3911.69,254
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2024,16733.76,88
Gigi Bohling,India,Eclairs,21/06/2024,3916.92,74
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2024,1082.69,106
Oby Sorrel,New Zealand,White Choc,10/06/2024,4822.33,42
Andria Kimpton,UK,Drinking Coco,23/05/2024,1827.45,66
Kelci Walkden,India,Milk Bars,15/04/2024,1142.41,111
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2024,6290.89,232
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2024,5616.01,43
Barr Faughny,New Zealand,After Nines,19/04/2024,11250.69,91
Beverie Moffet,UK,Almond Choco,16/05/2024,2799.42,104
Oby Sorrel,Australia,Raspberry Choco,17/02/2024,1157.88,114
Dennison Crosswaite,USA,Raspberry Choco,18/01/2024,7049.32,273
Roddy Speechley,Canada,Orange Choco,09/02/2024,9460.50,84
Mallorie Waber,Canada,Orange Choco,23/03/2024,4173.73,175
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2024,4005.08,150
Mallorie Waber,India,Drinking Coco,07/03/2024,4650.58,143
Ches Bonnell,UK,White Choc,03/01/2024,3814.56,220
Ches Bonnell,USA,White Choc,11/02/2024,6321.35,325
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2024,5245.53,144
Dotty Strutley,India,White Choc,15/08/2024,12998.67,317
Gigi Bohling,India,Manuka Honey Choco,12/05/2024,5932.12,79
Van Tuxwell,India,Spicy Special Slims,11/04/2024,6811.55,4
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2024,21381.14,311
Dotty Strutley,New Zealand,White Choc,15/06/2024,8423.36,63
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2024,7951.43,109
Kaine Padly,USA,Milk Bars,15/06/2024,18389.10,62
Brien Boise,India,After Nines,16/06/2024,6555.46,45
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2024,5129.71,270
Dennison Crosswaite,USA,Drinking Coco,10/05/2024,2399.02,149
Oby Sorrel,India,Eclairs,25/08/2024,6096.53,344
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2024,8134.67,83
Gigi Bohling,UK,Baker's Choco Chips,16/05/2024,9969.65,449
Jan Morforth,Australia,50% Dark Bites,14/06/2024,3894.16,173
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2024,11533.35,491
Ches Bonnell,USA,Organic Choco Syrup,28/07/2024,8754.31,14
Brien Boise,Canada,Mint Chip Choco,28/01/2024,5475.65,194
Kaine Padly,UK,Orange Choco,29/06/2024,2252.94,196
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2024,278.78,332
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2024,8936.91,442
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2024,2010.22,144
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2024,2901.91,12
Oby Sorrel,Australia,Milk Bars,21/06/2024,9231.31,278
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2024,12744.67,26
Gigi Bohling,UK,Milk Bars,17/05/2024,1436.97,248
Andria Kimpton,Australia,85% Dark Bars,23/08/2024,4900.32,254
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2024,8263.11,129
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2024,10139.68,552
Karlen McCaffrey,USA,Drinking Coco,29/06/2024,132.68,243
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2024,9479.63,217
Jehu Rudeforth,Australia,Drinking Coco,14/01/2024,3114.84,65
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2024,17866.48,58
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2024,4651.03,494
Madelene Upcott,USA,White Choc,04/05/2024,14360.42,218
Andria Kimpton,USA,Spicy Special Slims,23/05/2024,2595.52,5
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2024,1853.03,153
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2024,1392.99,70
Madelene Upcott,UK,Organic Choco Syrup,21/07/2024,7943.17,174
Dotty Strutley,USA,Mint Chip Choco,21/02/2024,5552.79,272
Kelci Walkden,USA,Orange Choco,03/02/2024,1539.14,143
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2024,9117.77,154
Mallorie Waber,India,50% Dark Bites,31/05/2024,631.02,140
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2024,4486.37,104
Van Tuxwell,India,50% Dark Bites,13/05/2024,5591.29,132
Van Tuxwell,USA,Manuka Honey Choco,31/05/2024,2662.54,102
Wilone O'Kielt,USA,Orange Choco,28/02/2024,7481.93,38
Barr Faughny,New Zealand,Eclairs,28/03/2024,7418.41,31
Gigi Bohling,USA,After Nines,14/01/2024,1969.06,235
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2024,7197.75,159
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2024,11719.06,87
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2024,2755.14,63
Husein Augar,USA,White Choc,13/07/2024,2438.56,61
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2024,7661.86,144
Dennison Crosswaite,India,85% Dark Bars,30/06/2024,4886.15,23
Curtice Advani,UK,50% Dark Bites,08/03/2024,3572.26,156
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2024,6937.75,94
Oby Sorrel,Canada,Raspberry Choco,16/06/2024,1941.25,221
Gigi Bohling,UK,Drinking Coco,30/06/2024,6173.15,46
Kelci Walkden,India,Mint Chip Choco,28/07/2024,3105.45,116
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2024,3691.60,154
Barr Faughny,UK,Mint Chip Choco,07/07/2024,3950.65,324
Barr Faughny,USA,85% Dark Bars,25/08/2024,13497.17,49
Husein Augar,Canada,Eclairs,17/01/2024,4389.23,241
Jan Morforth,Australia,70% Dark Bites,04/03/2024,6310.98,366
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2024,9693.37,4
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2024,2348.20,266
Kaine Padly,USA,Organic Choco Syrup,11/03/2024,2518.50,24
Camilla Castle,USA,Raspberry Choco,20/05/2024,3516.72,17
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2024,16807.37,44
Jehu Rudeforth,New Zealand,After Nines,14/04/2024,1736.59,70
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2024,7900.11,168
Madelene Upcott,India,Mint Chip Choco,24/08/2024,4016.89,71
Jehu Rudeforth,India,Eclairs,24/02/2024,9642.62,140
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2024,773.70,217
Kaine Padly,Australia,70% Dark Bites,08/02/2024,7852.03,240
Roddy Speechley,UK,70% Dark Bites,24/03/2024,1649.57,293
Rafaelita Blaksland,USA,Drinking Coco,20/06/2024,9333.45,78
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2024,1540.11,117
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2024,7840.94,82
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2024,17102.97,267
Madelene Upcott,UK,99% Dark & Pure,26/01/2024,11496.42,49
Madelene Upcott,Australia,Mint Chip Choco,02/05/2024,3072.89,166
Curtice Advani,Canada,99% Dark & Pure,07/07/2024,14990.79,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2024,3170.18,49
Karlen McCaffrey,Australia,After Nines,11/08/2024,2528.14,67
Marney O'Breen,UK,99% Dark & Pure,13/01/2024,8551.60,208
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2024,13072.95,119
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2024,11987.26,41
Kelci Walkden,New Zealand,Drinking Coco,10/03/2024,18385.44,116
Beverie Moffet,USA,85% Dark Bars,23/08/2024,14028.40,344
Roddy Speechley,USA,Eclairs,25/04/2024,4812.71,169
Dennison Crosswaite,UK,Milk Bars,07/03/2024,11963.91,446
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2024,5574.83,52
Madelene Upcott,USA,Orange Choco,16/05/2024,9205.15,144
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2024,4133.74,69
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2024,1312.23,164
Marney O'Breen,UK,Manuka Honey Choco,10/06/2024,11735.75,185
Brien Boise,USA,99% Dark & Pure,25/07/2024,7650.76,358
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2024,4994.93,98
Dennison Crosswaite,USA,Milk Bars,12/05/2024,890.78,62
Gunar Cockshoot,USA,Drinking Coco,09/05/2024,4142.16,5
Brien Boise,Canada,Manuka Honey Choco,09/08/2024,7308.24,178
Van Tuxwell,India,Choco Coated Almonds,13/04/2024,6833.86,115
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2024,8878.27,47
Dotty Strutley,USA,99% Dark & Pure,09/08/2024,4134.93,307
Camilla Castle,Australia,Raspberry Choco,23/08/2024,6641.89,188
Gunar Cockshoot,India,Spicy Special Slims,13/05/2024,7117.30,174
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2024,11815.59,68
Camilla Castle,USA,50% Dark Bites,23/06/2024,6962.79,303
Madelene Upcott,UK,Choco Coated Almonds,24/05/2024,11786.42,147
Jan Morforth,Canada,Mint Chip Choco,01/04/2024,1200.19,224
Camilla Castle,Canada,70% Dark Bites,27/07/2024,10791.08,166
Ches Bonnell,India,Peanut Butter Cubes,27/01/2024,26170.95,224
Jan Morforth,India,Choco Coated Almonds,12/08/2024,2987.81,136
Gigi Bohling,Canada,Almond Choco,01/02/2024,11705.99,47
Rafaelita Blaksland,India,After Nines,02/03/2024,5256.03,201
Kelci Walkden,Australia,99% Dark & Pure,30/06/2024,3794.10,36
Dotty Strutley,Australia,Spicy Special Slims,17/01/2024,9655.30,97
Brien Boise,USA,Milk Bars,07/07/2024,16001.54,133
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2024,1386.10,104
Beverie Moffet,UK,99% Dark & Pure,10/08/2024,3821.76,122
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2024,15722.43,351
Brien Boise,New Zealand,White Choc,15/06/2024,6287.25,340
Marney O'Breen,USA,Baker's Choco Chips,26/01/2024,9831.97,9
Kelci Walkden,USA,Spicy Special Slims,29/04/2024,90.36,73
Mallorie Waber,Canada,White Choc,03/03/2024,3799.50,71
Kaine Padly,Australia,Almond Choco,22/02/2024,4674.20,422
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2024,4011.83,169
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2024,3429.85,9
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2024,4920.68,380
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2024,10049.72,118
Oby Sorrel,USA,Baker's Choco Chips,12/08/2024,8485.10,120
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2024,6030.31,351
Kelci Walkden,Australia,Orange Choco,29/04/2024,13331.77,443
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2024,15245.95,233
Kaine Padly,Canada,Manuka Honey Choco,18/01/2024,11618.55,133
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2024,2629.59,98
Kelci Walkden,Australia,White Choc,24/08/2024,10089.49,168
Curtice Advani,India,85% Dark Bars,18/01/2024,308.24,402
Kaine Padly,USA,Eclairs,22/08/2024,7978.76,10
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2024,8.16,84
Beverie Moffet,UK,Choco Coated Almonds,04/03/2024,3303.13,73
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2024,13959.74,113
Kaine Padly,Australia,Milk Bars,09/06/2024,4251.42,91
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2024,9885.53,217
Jan Morforth,India,Smooth Sliky Salty,03/08/2024,12864.47,93
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2024,5245.60,144
Jehu Rudeforth,UK,Milk Bars,03/05/2024,14345.50,219
Husein Augar,Canada,After Nines,19/01/2024,11462.19,288
Roddy Speechley,USA,50% Dark Bites,11/02/2024,11667.94,306
Van Tuxwell,India,Almond Choco,14/06/2024,7455.17,383
Kelci Walkden,USA,50% Dark Bites,23/03/2024,7203.64,234
Madelene Upcott,Canada,85% Dark Bars,17/02/2024,8081.58,105
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2024,2055.40,485
Mallorie Waber,Australia,Spicy Special Slims,29/06/2024,6476.09,304
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2024,17490.08,289
Gigi Bohling,Canada,Spicy Special Slims,04/07/2024,13644.00,281
Roddy Speechley,New Zealand,Almond Choco,28/03/2024,2930.46,70
Curtice Advani,India,Smooth Sliky Salty,19/04/2024,22717.09,143
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2024,9471.72,248
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2024,3400.47,92
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2024,10696.21,201
Andria Kimpton,UK,Milk Bars,11/02/2024,17101.67,307
Camilla Castle,USA,Manuka Honey Choco,21/03/2024,18936.88,180
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2024,6015.37,136
Brien Boise,India,Raspberry Choco,30/05/2024,7623.58,162
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2024,2996.83,227
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2024,1718.97,260
Gigi Bohling,Canada,Milk Bars,10/02/2024,3523.33,114
Dotty Strutley,India,Spicy Special Slims,12/08/2024,1092.36,209
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2024,2495.71,310
Kelci Walkden,Australia,Raspberry Choco,07/06/2024,813.41,58
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2024,2489.06,81
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2024,5701.35,201
Wilone O'Kielt,USA,50% Dark Bites,18/04/2024,5084.32,126
Andria Kimpton,India,50% Dark Bites,31/01/2024,15789.48,16
Madelene Upcott,USA,Baker's Choco Chips,22/08/2024,6541.75,141
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2024,11409.11,217
Jan Morforth,Australia,Mint Chip Choco,22/02/2024,19258.41,99
Oby Sorrel,New Zealand,Milk Bars,12/01/2024,5074.86,201
Brien Boise,UK,Almond Choco,25/05/2024,115.90,120
Kelci Walkden,India,Smooth Sliky Salty,01/02/2024,2797.19,9
Rafaelita Blaksland,UK,Eclairs,27/04/2024,1608.04,75
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2024,2960.99,133
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2024,3703.51,260
Curtice Advani,USA,Mint Chip Choco,24/08/2024,5679.57,285
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2024,6764.17,20
Karlen McCaffrey,India,85% Dark Bars,30/03/2024,1108.85,87
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2024,9477.32,160
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2024,5301.93,155
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2024,8041.25,43
Gigi Bohling,Canada,Drinking Coco,06/07/2024,3716.17,89
Husein Augar,India,Fruit & Nut Bars,04/04/2024,4591.77,222
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2024,1928.33,217
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2024,1225.12,186
Dennison Crosswaite,Australia,Milk Bars,09/06/2024,11326.55,296
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2024,3063.08,301
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2024,7093.33,233
Andria Kimpton,Canada,Eclairs,11/08/2024,337.37,120
Madelene Upcott,India,Choco Coated Almonds,11/02/2024,3764.59,158
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2024,695.32,68
Roddy Speechley,Australia,Drinking Coco,12/05/2024,14609.99,111
Wilone O'Kielt,USA,Milk Bars,15/07/2024,5298.68,96
Andria Kimpton,India,Organic Choco Syrup,18/01/2024,4552.30,132
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2024,9099.26,199
Curtice Advani,Australia,50% Dark Bites,29/06/2024,603.97,239
Brien Boise,Canada,Raspberry Choco,14/06/2024,3172.23,46
Gunar Cockshoot,India,Mint Chip Choco,08/08/2024,4737.32,74
Dennison Crosswaite,India,Mint Chip Choco,23/03/2024,15201.56,142
Barr Faughny,India,Caramel Stuffed Bars,04/01/2024,7912.62,106
Brien Boise,India,Milk Bars,22/02/2024,14190.78,269
Beverie Moffet,UK,Spicy Special Slims,17/02/2024,9327.08,259
Barr Faughny,USA,Almond Choco,03/02/2024,434.42,83
Van Tuxwell,Canada,Raspberry Choco,17/03/2024,1497.58,132
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2024,3124.74,155
Brien Boise,Australia,Milk Bars,27/07/2024,2356.21,54
Husein Augar,Australia,Fruit & Nut Bars,28/01/2024,8548.00,55
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2024,12094.34,52
Van Tuxwell,India,White Choc,15/03/2024,2119.42,46
Gunar Cockshoot,Canada,After Nines,04/08/2024,3038.32,220
Jan Morforth,USA,Fruit & Nut Bars,27/06/2024,5187.72,382
Jan Morforth,Canada,After Nines,13/07/2024,5384.52,180
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2024,6575.07,249
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2024,6350.37,59
Oby Sorrel,Australia,85% Dark Bars,30/06/2024,7488.06,28
Curtice Advani,Canada,Choco Coated Almonds,18/08/2024,6997.57,7
Kaine Padly,India,70% Dark Bites,24/01/2024,13081.57,324
Beverie Moffet,USA,White Choc,11/03/2024,5964.72,136
Ches Bonnell,New Zealand,After Nines,23/06/2024,6651.11,377
Husein Augar,India,Spicy Special Slims,22/08/2024,2606.11,31
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2024,3615.98,24
Curtice Advani,India,Milk Bars,05/04/2024,3658.27,210
Beverie Moffet,India,Milk Bars,15/04/2024,1997.46,314
Husein Augar,Australia,White Choc,11/05/2024,3618.67,213
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2024,5538.85,492
Jan Morforth,New Zealand,Orange Choco,11/02/2024,1382.49,86
Andria Kimpton,Canada,Smooth Sliky Salty,08/07/2024,1223.79,81
Gunar Cockshoot,UK,Raspberry Choco,11/08/2024,8043.29,344
Husein Augar,New Zealand,After Nines,04/08/2024,6878.47,7
Andria Kimpton,New Zealand,Orange Choco,14/06/2024,9420.22,94
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2024,2516.34,293
Jehu Rudeforth,Canada,Orange Choco,23/06/2024,4334.75,529
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2024,1588.49,111
Andria Kimpton,UK,Caramel Stuffed Bars,07/06/2024,8959.38,271
Jan Morforth,UK,White Choc,22/06/2024,9409.06,46
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2024,3315.64,268
Kelci Walkden,UK,Choco Coated Almonds,24/05/2024,10920.70,210
Gunar Cockshoot,New Zealand,After Nines,09/08/2024,7605.55,154
Kaine Padly,Canada,85% Dark Bars,06/04/2024,1859.96,33
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2024,1743.87,259
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2024,758.28,57
Van Tuxwell,Australia,99% Dark & Pure,17/01/2024,125.37,138
Curtice Advani,USA,Drinking Coco,07/02/2024,6170.75,149
Brien Boise,Australia,Spicy Special Slims,09/05/2024,6867.13,273
Mallorie Waber,New Zealand,85% Dark Bars,06/06/2024,8775.45,113
Wilone O'Kielt,USA,Choco Coated Almonds,06/06/2024,10422.84,6
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2024,7402.04,231
Gunar Cockshoot,UK,50% Dark Bites,13/01/2024,2498.04,129
Marney O'Breen,USA,Raspberry Choco,23/05/2024,6873.56,152
Jehu Rudeforth,UK,White Choc,29/06/2024,2015.93,304
Jehu Rudeforth,New Zealand,85% Dark Bars,11/03/2024,8077.51,95
Dotty Strutley,USA,85% Dark Bars,25/04/2024,11149.46,538
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2024,4739.39,236
Curtice Advani,India,Manuka Honey Choco,23/05/2024,1844.54,185
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2024,1263.98,19
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2024,7527.84,306
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/03/2024,12265.45,268
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2024,17662.05,230
Rafaelita Blaksland,USA,White Choc,16/08/2024,5520.00,120
Roddy Speechley,Canada,Smooth Sliky Salty,07/03/2024,10712.76,11
Curtice Advani,New Zealand,After Nines,05/04/2024,8416.80,29
Camilla Castle,India,85% Dark Bars,04/05/2024,9986.05,54
Ches Bonnell,USA,Choco Coated Almonds,04/01/2024,15629.82,89
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2024,6224.33,100
